Date,B1K,BHM,BMM,BMR,BMV,BMY,BND,BNQ,BO1,BOO,BQB,BTU,BTY,BXD,CFO,CIQ,CME,CPR,CQU,CTM,CYC,DBS,DCB,DDM,DHG,DID,DJN,DPI,DQV,DTM,DUY,DXO,DXZ,ENQ,EPX,EYT,FWO,GCV,GMU,GNH,GQI,HNH,HP1,HQU,IWO,JBH,JMV,JQM,KCI,KIY,MMD,NGH,NHS,NQM,NRH,OBC,ODN,OTU,PSH,PSJ,PTI,RBO,RCF,RVC,SFB,SID,SJP,SNE,TBS,TDH,TFL,THQ,THS,TIM,TLJ,TPM,TQL,TUP,TVO,TWX,TZE,UBI,UDM,UMT,UQN,UXF,WDY,XCD,XFT,XPS,XPX,XQM,YSP
2015-01-02,4.66,13.47,6.56,5.0863,3.25,3.11001,13.58,5.56,32.23,22.559999,7.46179,1.325,36.77,1.81,12.82,27.603399,4.9946,12.2,1.03315,5.71,10.73,10.56,85.278,9.31,6.58,4.57,22.809999,78.150002,11.92,87.379997,34.439999,12.69,0.854726,25.23,4.43396,7.06,0.60115,7.5744,32.84,2.83,5.91,5.8,2.7339,4.41,3.21656,6.45492,6.0,3.22,15.5102,13.3,16.469998999999998,16.68,1.81,2.43,58.540001,31.924999,10.96,1.51,10.2178,19.219999,7.89,2.57721,11.2,2.36563,45.32,57.869999,58.330002,6.93,0.255,3.53,17.5,4.14,3.82,18.66,2.1061400000000003,13.69,2.98,7.1327,14.4593,5.96,4.74,4.09138,8.46751,5.97,6.681310000000001,4.696969999999999,2.88,33.044998,29.8262,9.44515,30.629999,37.629501,15.57
2015-01-05,4.68,13.64,6.59,5.0863,3.27,3.09051,13.6,5.57,32.169998,22.620001,7.72081,1.34,36.959999,1.825,12.86,27.5473,5.05051,12.17,1.09219,5.76,10.75,10.56,85.486801,9.19,6.6,4.61,22.969999,78.66999799999999,11.88,87.75,35.299999,12.58,0.854726,25.0,4.4717,7.14,0.647039,7.641260000000001,33.209999,2.82,5.84,5.81,2.75385,4.44,3.24537,6.51639,6.18,3.26,15.6683,13.23,16.530001000000002,16.77,1.83,2.39,58.419998,31.972601,11.45,1.58,10.3228,19.23,8.0,2.66241,11.25,2.36563,45.439999,57.779999,58.48,7.1,0.264808,3.57,17.530001000000002,4.17,3.78,18.700001,2.09625,13.74,2.95,7.19366,14.5314,6.15,4.83,4.06187,8.52604,5.98,6.573230000000001,4.64784,2.87,32.935799,29.797701,9.58626,30.24,37.826801,15.52
2015-01-06,4.58,13.46,6.53,4.86024,3.25,3.03201,13.55,5.46,31.780001,22.209999,7.671,1.335,36.41,1.8,12.75,26.267099,4.9946,11.9,1.02823,5.55,10.67,10.27,84.84030200000001,9.21,6.33,4.51,22.200001,78.620003,11.64,86.129997,34.810001,12.35,0.825253,24.76,4.33962,7.1,0.679162,7.48844,33.330002,2.79,5.75,5.73,2.78378,4.39,3.24537,6.413930000000001,6.0,3.43,15.5498,13.22,16.219998999999998,16.700001,1.815,2.35,57.080002,31.715799,11.73,1.67,9.88539,18.76,7.31,2.77955,11.05,2.32653,45.02,57.650002,57.59,6.98,0.279519,3.49,17.440001000000002,4.14,3.82,18.49,2.07647,13.66,2.98,6.57532,14.243,5.98,4.79,4.0422,8.54555,5.94,6.33742,4.63801,2.86,32.647701,29.6768,9.10648,29.799999,35.9814,15.4
2015-01-07,4.56,13.51,6.52,4.95443,3.29,3.05151,13.41,5.48,31.719999,22.34,7.521560000000001,1.33,36.450001,1.805,12.78,26.267099,4.9946,11.94,0.959358,5.39,10.44,10.35,84.651398,9.13,6.32,4.54,21.35,78.5,11.63,86.25,34.459999,12.17,0.815429,24.790001,4.21698,7.21,0.734229,7.373819999999999,33.450001,2.74,5.92,5.78,2.82369,4.38,3.19736,6.3627,5.94,3.43,15.5596,13.04,16.290001,16.700001,1.835,2.39,57.419998,31.791901,11.69,1.71,9.72792,18.43,7.2,2.7263,10.92,2.28743,45.209999,57.009998,57.290001,6.97,0.274615,3.58,17.299999,4.13,3.77,18.530001,2.08636,13.71,3.02,6.488230000000001,14.2739,5.86,4.83,4.05204,8.45775,5.95,6.30794,4.5594,2.86,32.469002,29.4846,8.68314,29.950001,35.6656,15.56
2015-01-08,4.61,13.57,6.64,4.70953,3.34,3.08076,13.2,5.46,31.91,22.450001,7.65107,1.345,36.700001,1.875,12.8,26.5194,5.03187,11.94,0.983957,5.44,10.52,10.44,84.929802,9.13,6.34,4.59,21.530001,79.599998,11.92,85.860001,34.400002,12.15,0.800692,24.51,4.23585,7.26,0.715874,7.45023,33.549999,2.67,5.88,5.81,2.8037400000000003,4.43,3.20696,6.45492,5.9,3.4,15.6584,12.89,16.34,16.82,1.86,2.39,57.880001,32.077202,11.64,1.65,9.80666,18.1,7.09,2.705,11.15,2.29721,45.0,58.02,58.650002,7.01,0.279519,3.61,17.360001,4.18,3.81,18.42,2.1061400000000003,13.69,3.02,6.35759,14.3769,5.72,4.86,4.08154,8.59432,6.02,6.37672,4.48079,2.87,32.5881,29.754999,8.52321,29.639999,35.4879,15.69
2015-01-09,4.67,13.73,6.75,4.86966,3.07,3.11001,13.26,5.57,32.389999,22.639999,7.680960000000001,1.36,37.169998,1.88,12.94,27.248301,5.0971,12.02,1.03807,5.6,10.56,10.69,85.576302,9.35,6.49,4.64,21.49,80.33000200000001,12.34,87.099998,35.349998,12.33,0.820341,25.51,4.33962,7.29,0.734229,7.59351,34.900002,2.78,5.89,5.9,2.79376,4.47,3.3317900000000003,6.59836,6.16,3.38,15.7276,13.23,16.59,17.43,1.88,2.4,57.939999,32.562401,12.18,1.7,10.0691,18.799999,7.35,2.66241,11.23,2.33631,45.32,58.959999,59.400002,7.15,0.304039,3.65,17.700001,4.23,3.74,18.52,2.1259200000000003,13.7,3.05,6.69725,14.6859,5.87,4.88,4.16022,8.56506,6.07,6.52411,4.5888800000000005,2.94,33.174099,30.4027,8.78662,30.219999,36.563599,15.8
2015-01-12,4.61,13.71,6.71,4.74721,2.84,3.08076,13.15,5.54,32.23,22.450001,7.72081,1.35,36.950001,1.885,12.9,26.6409,5.08778,11.95,0.988877,5.5,10.6,10.49,85.1884,9.25,6.39,4.58,21.42,81.160004,12.21,86.66999799999999,34.93,12.23,0.8301649999999999,25.24,4.29245,7.2,0.766352,7.60306,34.529999,2.69,5.85,5.86,2.76383,4.43,3.30298,6.61885,6.2,3.44,16.0536,12.85,16.52,17.370001000000002,1.845,2.4,57.200001,32.267502,12.48,1.72,9.73667,18.43,7.3,2.58786,11.07,2.33631,45.77,58.41,58.5,7.05,0.323654,3.67,17.290001,4.19,3.79,18.379999,2.1358,13.69,3.02,6.34889,14.6756,5.79,4.9,4.11105,8.58457,6.04,6.38655,4.5594,2.93,33.114601,30.196301,8.49499,30.07,35.872799,15.67
2015-01-13,4.73,13.68,6.71,4.71895,3.01,3.08076,13.29,5.49,32.16,22.35,7.690919999999999,1.36,36.66,1.965,12.83,26.136299,5.04119,11.88,0.983957,5.47,10.38,10.72,84.84030200000001,9.3,6.39,4.6,21.24,79.790001,12.18,86.489998,35.16,12.34,0.825253,24.92,4.30189,7.2,0.8351860000000001,7.59351,34.220001,2.55,5.81,5.84,2.76383,4.38,3.3221800000000004,6.53688,6.14,3.45,16.3302,12.94,16.49,17.450001,1.835,2.38,56.990002,32.162899,12.95,1.81,9.47423,18.1,7.14,2.60916,10.95,2.27766,45.779999,59.279999,57.459999,7.2,0.328558,3.67,17.15,4.17,3.8,18.139999,2.15558,13.6,3.01,6.27921,14.552,5.71,4.94,4.14055,8.60408,6.11,6.37672,4.62819,2.93,33.174099,30.239,8.58906,29.9,35.251099,15.35
2015-01-14,4.64,13.66,6.58,4.57767,2.91,3.06126,13.25,5.41,31.67,22.360001,7.671,1.37,36.57,1.96,12.8,25.4168,4.8921,11.87,0.974117,5.23,10.34,10.43,83.22910300000001,9.14,6.33,4.6,20.969999,79.239998,12.02,85.82,34.98,12.2,0.810516,24.549999,4.22642,7.18,0.77553,7.48844,33.549999,2.34,5.83,5.85,2.77381,4.41,3.54302,6.53688,6.45,3.37,16.3006,12.49,16.4,18.059999,1.85,2.35,55.919998,32.067699,12.44,1.82,9.55296,17.9,7.2,2.59851,10.72,2.28743,45.459999,58.380001,55.540001,7.33,0.313846,3.69,16.9,4.17,3.8,18.15,2.1061400000000003,13.25,3.01,6.40985,14.449,5.54,4.97,4.19956,8.61383,6.17,6.3276,4.63801,2.89,32.905998,30.004101,8.31625,30.0,35.073502000000005,15.35
2015-01-15,4.59,13.76,6.53,4.42696,2.83,3.03201,13.14,5.38,31.5,22.219999,7.73077,1.38,36.299999,1.825,12.73,25.136499,4.92937,11.8,0.983957,5.1,10.34,10.3,83.059998,9.15,6.18,4.61,20.780001,80.129997,12.13,86.300003,34.77,12.21,0.805604,24.5,4.16038,7.2,0.77553,7.44068,34.18,2.27,5.7,5.8,2.78378,4.39,3.51422,6.51639,6.29,3.35,16.1425,12.28,16.120001000000002,17.870001000000002,1.835,2.35,55.849998,31.886999,12.14,1.85,9.30801,17.540001,7.21,2.51331,10.77,2.25811,46.0,58.700001,54.18,7.34,0.333462,3.71,16.870001000000002,4.13,3.8,18.24,2.1358,12.79,3.0,6.51436,14.3666,5.44,4.98,4.170059999999999,8.769919999999999,6.2,6.23917,4.65767,2.87,32.568298,30.317301,8.3821,30.25,34.5998,15.1
2015-01-16,4.54,13.6,6.4,4.55883,2.76,2.96377,12.73,5.3,31.26,21.809999,7.75069,1.375,36.34,1.75,12.62,25.2766,4.86414,11.71,0.954438,5.07,10.23,10.24,83.119698,9.14,6.14,4.59,20.389999,78.040001,11.81,83.0,33.880001,12.06,0.79578,24.469999,4.09434,7.05,0.803063,7.345169999999999,33.459999,2.31,5.65,5.79,2.75385,4.38,3.51422,6.43443,6.13,3.24,15.9548,11.85,16.129998999999998,17.58,1.835,2.31,55.290001,31.744301,12.97,1.975,9.17679,17.219998999999998,7.14,2.46006,10.38,2.219,45.450001,57.419998,53.889999,7.22,0.362885,3.75,16.379998999999998,4.13,3.67,17.9,2.11603,12.33,3.07,6.52307,14.2327,5.39,4.99,4.15039,8.74065,6.22,6.2293400000000005,4.62819,2.89,32.538502,30.331499,8.31625,30.690001,33.711601,15.49
2015-01-19,4.55,13.59,6.34,4.91675,2.72,2.97352,12.73,5.31,31.280001,21.959999,7.690919999999999,1.38,36.639999,1.8,12.55,25.8934,4.86414,11.74,0.929839,5.01,10.2,10.21,82.652199,9.17,6.25,4.61,20.690001,79.059998,11.73,83.470001,33.98,12.04,0.79578,24.48,4.037730000000001,7.22,0.789297,7.23055,33.450001,2.28,5.56,5.81,2.79376,4.35,3.49501,6.413930000000001,6.41,3.26,15.9548,11.96,15.82,17.540001,1.825,2.36,58.25,31.696699,12.97,1.885,9.27302,17.530001000000002,7.49,2.39617,10.54,2.219,45.75,57.240002,54.16,7.33,0.353077,3.7,16.83,4.16,3.56,17.9,2.11603,12.39,3.13,6.566610000000001,14.2636,5.48,4.95,4.15039,8.691880000000001,6.17,6.23917,4.62819,2.9,32.409401,30.231899,8.58906,30.27,33.721401,15.34
2015-01-20,4.59,13.73,6.28,4.70012,2.82,3.01252,12.54,5.3,31.51,21.65,7.621180000000001,1.38,36.630001,1.835,12.79,25.678499,4.86414,11.88,0.8757219999999999,5.06,10.19,10.15,83.050003,9.14,6.19,4.62,20.68,79.07,11.53,83.760002,33.540001000000004,11.76,0.790867,24.59,3.99057,7.2,0.8168300000000001,7.326060000000001,33.07,2.33,5.52,5.82,2.79376,4.29,3.53342,6.43443,6.45,3.29,16.0338,11.91,15.7,18.040001,1.83,2.32,59.799999,31.924999,13.2,2.02,9.11555,17.34,7.48,2.41746,10.53,2.34608,45.950001,56.799999,53.689999,7.27,0.348173,3.64,16.67,4.15,3.49,17.879998999999998,2.1061400000000003,12.3,3.16,6.435980000000001,14.2636,5.42,4.93,4.130719999999999,8.769919999999999,6.19,6.34725,4.5594,2.86,32.667599,30.2959,8.36329,30.09,31.826599,15.16
2015-01-21,4.68,13.99,6.46,4.81314,2.9,3.02226,12.88,5.45,31.629999,21.870001,7.84035,1.385,37.130001,1.875,12.9,26.2111,4.97596,11.97,0.885561,5.17,10.38,10.49,84.213699,9.32,6.14,4.69,20.9,81.760002,11.68,84.83000200000001,34.439999,11.74,0.805604,24.6,3.9717,7.4,0.867308,7.50754,34.330002,2.32,5.52,5.96,2.82369,4.36,3.5718300000000003,6.43443,6.6,3.42,15.9449,12.18,16.129998999999998,18.77,1.865,2.37,59.75,32.419701,13.74,2.16,9.09806,17.629998999999998,7.41,2.49201,10.68,2.41451,46.810001,58.099998,55.09,7.32,0.397212,3.76,17.129998999999998,4.23,3.7,18.33,2.1259200000000003,12.18,3.07,6.383719999999999,14.4799,5.39,5.0,4.19956,9.03331,6.27,6.33742,4.61836,2.94,33.154301000000004,30.936399,8.32565,30.93,32.172001,14.9
2015-01-22,4.8,13.83,6.71,4.61534,2.86,3.02226,12.36,5.41,31.77,21.709999,7.969860000000001,1.375,36.990002,1.9,12.95,26.958599,5.00392,12.01,0.92,5.22,10.31,10.39,84.770699,9.42,6.09,4.71,20.68,80.110001,11.51,84.440002,33.09,11.91,0.7859550000000001,24.52,3.91509,7.4,0.90402,7.412030000000001,35.459999,2.17,5.58,5.87,2.78378,4.39,3.52382,6.43443,6.6,3.42,15.8659,12.33,16.120001000000002,18.799999,1.865,2.35,59.5,32.657501,13.65,2.02,9.21178,17.66,7.68,2.48136,10.62,2.39496,47.259998,57.580002,56.5,7.38,0.392308,3.71,17.059998999999998,4.23,3.8,18.32,2.11603,12.37,3.01,6.4621,14.5314,5.41,4.94,4.25857,9.04306,6.27,6.45533,4.736280000000001,2.89,33.631001,31.0289,8.560839999999999,31.139999,33.178699,14.96
2015-01-23,4.88,13.97,6.84,4.58709,2.9,3.04176,12.51,5.6,32.200001,22.15,7.9599,1.4,37.66,1.915,13.14,27.453899,5.05051,12.09,0.939679,5.26,10.53,10.41,85.765297,9.46,6.19,4.73,21.190001,81.410004,11.73,85.349998,33.82,12.21,0.815429,24.879999,4.10377,7.6,0.913198,7.45023,36.220001,2.13,5.69,6.07,2.83367,4.5,3.5718300000000003,6.37295,7.09,3.49,16.122801000000003,12.64,16.530001000000002,18.370001,1.915,2.34,61.029999,33.076099,13.8,2.1,9.49172,17.959999,7.93,2.49201,10.68,2.33631,47.790001,58.349998,56.860001,7.8,0.407019,3.86,17.23,4.35,3.94,18.610001,2.15558,12.4,3.04,6.79305,14.7683,5.55,5.0,4.3766,9.0138,6.34,6.54376,4.86402,3.01,34.087898,30.7087,9.36048,31.549999,33.948399,15.44
2015-01-27,4.8,14.19,6.95,4.70953,2.87,3.03201,12.72,5.66,32.57,22.33,8.0396,1.375,38.009998,1.87,13.24,27.052099,5.08778,12.12,0.92492,5.17,10.7,10.79,87.157799,9.52,6.16,4.92,21.18,83.050003,11.86,86.41999799999999,34.25,12.74,0.844902,25.41,4.01887,7.61,0.8902530000000001,7.45978,37.150002,2.08,5.79,6.17,2.90352,4.54,3.65824,6.43443,6.89,3.58,16.3006,12.85,16.790001,19.049999,1.94,2.33,61.290001,33.437599,13.56,1.935,9.36925,17.91,7.66,2.53461,10.49,2.33631,48.84,59.73,56.799999,8.38,0.3825,3.89,17.709999,4.41,4.07,18.93,2.15558,12.6,3.18,6.58403,14.7786,5.67,5.0,4.4454400000000005,9.04306,6.44,6.74026,4.952459999999999,3.01,34.326302,31.093,9.10648,32.459999,33.8004,14.96
2015-01-28,4.88,14.07,7.02,4.89792,2.86,2.92477,12.63,5.7,32.639999,22.389999,8.07945,1.365,38.099998,1.92,13.38,27.0427,5.04119,12.37,0.91508,5.06,10.78,10.64,87.227402,9.62,6.28,4.89,20.799999,82.209999,11.86,87.120003,33.98,13.7,0.849814,25.790001,3.98113,7.57,0.913198,7.412030000000001,37.450001,2.04,5.83,6.12,2.85363,4.54,3.66785,6.43443,6.88,3.61,16.201798999999998,12.85,16.530001000000002,19.15,1.94,2.37,61.549999,33.4851,13.8,2.01,9.43923,18.27,7.79,2.64111,10.56,2.29721,49.060001,59.240002,56.98,8.09,0.397212,3.83,17.58,4.38,3.97,18.9,2.15558,12.72,3.28,6.880139999999999,14.8301,5.38,4.99,4.4454400000000005,9.00404,6.49,6.583060000000001,4.8345400000000005,3.01,34.445499,30.922199,9.08766,31.540001,33.899101,14.95
2015-01-29,4.93,14.39,7.09,4.76605,2.86,2.82728,12.75,5.8,32.950001,22.43,8.06949,1.37,38.09,1.95,13.53,27.052099,5.19028,12.5,0.885561,5.01,10.59,10.5,88.2817,9.7,6.25,4.83,20.719999,82.33000200000001,11.64,87.57,33.18,13.79,0.825253,25.5,3.99057,7.58,0.908609,7.56485,37.59,2.23,5.8,6.03,2.82369,4.53,3.78307,6.56762,6.92,3.58,16.448798999999998,13.1,16.41,19.0,1.935,2.35,61.75,33.7705,13.7,1.95,9.27302,17.82,7.7,2.73695,10.53,2.29721,49.75,59.580002,57.049999,7.99,0.377596,3.85,17.77,4.34,4.0,18.85,2.14569,12.72,3.14,6.732080000000001,15.0154,5.21,5.0,4.43561,8.98453,6.47,6.573230000000001,4.86402,3.03,34.4058,31.1001,9.07826,31.6,33.2971,14.74
2015-01-30,4.95,14.2,7.02,4.61534,3.0,2.87603,12.78,5.77,33.0,22.67,8.08941,1.4,38.139999,1.94,13.38,27.341801,5.21824,12.51,0.944599,5.03,10.6,10.3,88.848602,9.7,6.31,4.84,20.629999,83.0,11.63,87.949997,33.419998,13.61,0.810516,26.24,3.9717,7.71,0.826008,7.469339999999999,37.810001,2.36,5.88,6.13,2.86361,4.52,3.79267,6.55738,7.07,3.61,16.5476,13.02,16.68,19.129999,1.93,2.38,62.150002,33.894199,13.56,1.795,9.34301,18.139999,7.77,2.77955,10.61,2.28743,49.549999,59.450001,57.560001,8.08,0.353077,3.8,17.85,4.38,4.05,18.84,2.11603,12.96,3.15,6.86272,15.1596,5.13,4.99,4.494619999999999,8.98453,6.5,6.583060000000001,4.8345400000000005,3.03,34.227001,31.021799,9.05003,31.780001,33.830002,14.69
2015-02-02,4.97,14.37,6.9,4.6907,2.95,2.87603,13.0,5.8,33.369999,22.610001,8.29862,1.44,38.630001,1.93,13.53,27.6595,5.22756,12.67,0.993797,5.08,10.48,10.35,89.196701,9.72,6.36,4.8,20.65,83.260002,11.51,88.099998,33.540001000000004,13.77,0.800692,26.120001,3.89623,7.78,0.917787,7.5553,37.560001,2.31,5.78,6.2,2.87358,4.59,3.80227,6.6086100000000005,6.86,3.62,16.843901000000002,13.05,16.559998999999998,19.5,1.955,2.4,62.419998,33.9132,13.91,1.865,9.66669,18.530001,7.98,2.67306,10.49,2.29721,49.950001,60.360001,57.470001,7.97,0.377596,3.85,17.93,4.42,4.03,18.950001,2.15558,12.82,3.14,6.967230000000001,15.2111,5.21,4.99,4.55363,9.07233,6.53,6.80904,4.86402,3.1,34.6143,31.2994,9.0124,32.169998,34.195099,14.9
2015-02-03,4.98,14.46,7.08,4.831980000000001,3.02,2.87603,12.86,5.85,34.110001000000004,22.65,8.368360000000001,1.435,38.950001,1.98,13.57,28.6406,5.25551,12.96,1.14828,5.14,10.5,10.48,89.91280400000001,9.71,6.41,4.94,21.209999,83.360001,11.48,87.599998,34.41,13.86,0.8301649999999999,26.76,4.0283,7.98,0.922376,7.612610000000001,37.720001,2.37,5.88,6.41,2.86361,4.69,3.81187,6.59836,7.02,3.68,16.616699,13.57,16.75,19.91,2.04,2.42,63.869999,34.465,14.0,1.895,10.2353,18.85,8.33,2.56656,10.68,2.31676,49.880001,60.139999,58.580002,8.1,0.392308,3.88,18.129999,4.57,4.23,18.85,2.17535,13.0,3.17,7.150119999999999,15.1184,5.4,5.0,4.66181,9.0138,6.67,6.87782,4.94263,3.13,35.021599,31.434601,9.57685,32.290001000000004,35.2215,15.21
2015-02-04,4.99,14.64,6.97,5.13339,3.05,2.89552,12.96,5.94,34.619999,22.66,8.587530000000001,1.43,39.459999,2.06,13.7,29.892799,5.39529,13.12,1.15615,5.4,10.53,10.43,90.300797,9.82,6.58,4.87,21.4,85.150002,11.56,87.989998,34.18,14.06,0.8694629999999999,26.860001,4.23585,7.88,0.899431,7.71768,37.720001,2.58,5.91,6.44,2.92347,4.73,3.82147,6.61885,7.31,3.76,17.0909,13.64,16.83,20.290001,2.03,2.4,64.75,34.721802000000004,13.88,1.9,10.5852,19.34,8.47,2.53461,11.05,2.35586,49.310001,60.07,60.73,8.05,0.3874039999999999,3.92,18.139999,4.53,4.14,19.09,2.17535,13.39,3.29,7.28075,15.2317,5.68,5.11,4.63231,9.05282,6.6,6.96625,4.98193,3.03,35.985001000000004,31.6908,9.80264,32.790001000000004,35.399101,15.44
2015-02-05,4.99,14.51,6.99,5.31236,3.05,2.91502,13.04,6.05,34.98,22.84,8.50783,1.43,39.619999,2.03,13.79,29.3041,5.41392,13.34,1.12171,5.31,10.49,10.53,92.767403,9.84,6.49,4.98,21.200001,85.82,11.6,88.32,34.169998,13.9,0.8891120000000001,27.34,4.19811,8.06,0.94532,7.72723,37.810001,2.51,5.98,6.6,2.92347,4.89,3.87908,6.659839999999999,7.24,3.84,17.3873,13.7,17.02,19.790001,2.07,2.39,65.43,35.1689,14.39,1.97,10.3753,19.450001,8.23,2.66241,11.2,2.37541,51.279999,60.799999,60.200001,8.08,0.402116,3.94,17.700001,4.6,4.35,19.15,2.21491,13.17,3.31,7.045610000000001,15.2214,5.7,5.15,4.63231,9.10159,6.67,7.182410000000001,4.9328,3.02,36.1936,31.818899,9.50159,32.459999,34.7971,15.4
2015-02-06,5.02,14.66,6.99,5.31236,3.05,3.01252,13.33,6.05,34.900002,23.059999,8.52776,1.445,39.709999,2.02,13.9,29.4816,5.36733,13.33,1.15123,5.44,10.45,10.39,92.478996,9.89,6.46,4.86,21.18,86.389999,11.54,88.449997,34.459999,14.09,0.8842,27.059999,3.98113,8.06,0.949909,7.660369999999999,37.209999,2.54,6.0,6.51,2.94343,4.79,3.87908,6.69057,7.08,3.72,17.604601000000002,13.78,17.08,19.959999,2.08,2.39,66.599998,35.397202,14.23,1.98,10.4715,19.41,8.28,2.65176,11.16,2.35586,48.52,60.849998,60.599998,8.13,0.402116,3.95,17.700001,4.58,4.39,19.24,2.23468,13.42,3.32,7.05432,15.2317,5.8,5.18,4.63231,9.07233,6.59,7.152939999999999,4.9328,2.99,36.710098,31.861601,9.56745,32.540001000000004,35.024101,15.35
2015-02-09,5.01,14.51,7.18,5.38771,3.05,2.98327,13.13,6.08,34.98,24.299999,8.51779,1.43,39.91,1.99,13.96,29.1826,5.46983,13.4,1.13155,5.45,10.46,10.42,92.429199,9.96,6.42,4.82,21.209999,87.599998,11.65,90.160004,34.310001,14.0,0.8645510000000001,26.700001,4.01887,8.0,0.917787,7.679469999999999,37.34,2.5,5.96,6.47,2.97336,4.71,3.89828,6.69057,7.18,3.79,17.7726,14.1,17.059998999999998,20.129999,2.06,2.41,67.239998,35.387699,13.88,1.91,10.4453,19.59,8.29,2.65176,11.39,2.34608,48.66,61.790001,60.310001,8.26,0.3825,3.95,17.99,4.55,4.39,19.540001,2.23468,13.46,3.26,7.0369,15.2523,5.71,5.13,4.63231,8.99429,6.51,7.17259,4.962280000000001,2.96,36.7995,31.6339,9.84027,32.330002,35.201698,15.25
2015-02-10,4.98,14.46,7.07,5.34061,3.06,2.99302,13.05,6.01,34.900002,23.99,8.50783,1.42,39.830002,1.875,13.97,29.3321,5.46051,13.68,1.12171,5.47,10.4,10.37,92.091003,9.91,6.29,4.88,21.450001,86.760002,11.47,90.0,34.43,13.93,0.844902,27.23,3.9717,8.04,0.936142,7.650819999999999,37.099998,2.49,5.95,6.45,2.97336,4.78,3.9751,6.6291,7.19,3.76,17.7528,13.61,17.0,20.25,2.09,2.45,67.5,35.226002,14.12,1.96,10.4278,19.26,8.22,2.75825,11.3,2.32653,50.0,60.970001,60.700001,8.12,0.392308,3.96,18.0,4.6,4.52,19.42,2.21491,13.4,3.27,6.9411,14.8507,5.73,5.14,4.98,9.03331,6.51,7.123460000000001,4.952459999999999,2.98,36.5611,31.434601,9.8873,32.290001000000004,34.7379,15.3
2015-02-11,4.94,15.08,7.1,5.4348,3.18,2.95402,12.94,6.15,35.09,24.950001,8.66723,1.445,40.139999,1.82,14.04,28.939699,5.39529,13.67,1.07743,5.3,10.32,10.34,91.364998,9.83,6.3,4.9,21.68,86.010002,11.53,82.949997,34.740002000000004,14.02,0.83999,33.0,3.93396,8.04,0.894842,7.59351,36.779999,2.45,6.13,6.5,2.92347,4.83,3.9655,6.43443,7.07,3.75,17.002001,13.56,16.92,20.559999,2.11,2.5,67.410004,35.254501,14.07,1.875,10.3403,19.02,8.01,2.77955,11.26,2.32653,49.880001,60.73,59.799999,8.19,0.397212,3.88,18.059999,4.73,4.44,19.25,2.21491,13.23,3.29,6.71466,14.4181,5.73,5.16,4.86,9.07233,6.49,7.123460000000001,4.9328,3.05,36.581001,31.448799,9.59567,32.119999,33.711601,15.4
2015-02-12,4.88,14.88,7.04,5.33119,3.23,2.97352,12.94,6.16,34.98,24.219999,8.52776,1.41,39.650002,1.8,14.04,28.687401,5.53506,13.8,1.06267,5.43,10.07,10.37,90.688599,9.63,6.22,4.9,20.549999,88.540001,11.74,85.540001,35.450001,14.09,0.8645510000000001,32.700001,3.96226,7.99,0.8718969999999999,7.80364,36.869999,2.45,6.16,6.49,2.89354,4.73,3.93669,6.33197,7.06,3.77,16.7945,13.45,16.719998999999998,21.02,2.11,2.5,65.83000200000001,34.9216,13.91,1.915,10.3053,19.07,7.99,2.7263,11.44,2.37541,49.470001,60.98,59.900002,8.52,0.3874039999999999,3.86,18.07,4.7,4.36,18.77,2.21491,13.35,3.15,6.6101600000000005,14.3872,5.63,5.12,4.84,9.00404,6.45,7.1627600000000005,4.92298,2.95,36.441898,31.1926,9.55804,32.099998,33.395802,15.5
2015-02-13,5.0,14.98,7.19,5.41596,3.26,3.03201,13.15,6.37,35.740002000000004,24.209999,8.56761,1.43,40.48,1.86,14.38,30.061001,5.618930000000001,14.04,1.09219,5.63,10.41,10.54,92.648003,9.81,6.48,4.92,20.9,88.839996,12.05,86.540001,35.849998,14.4,0.8891120000000001,34.299999,4.11321,8.19,0.899431,7.985119999999999,36.84,2.59,6.17,6.47,2.94343,4.79,4.0039,6.413930000000001,7.27,3.89,17.1304,13.78,17.049999,20.23,2.16,2.52,68.129997,35.654099,13.9,1.97,10.8389,19.620001,8.3,2.84345,11.59,2.44384,49.66,61.700001,63.790001,8.52,0.407019,3.86,18.540001,4.79,4.39,19.07,2.2248,13.4,3.19,6.89755,14.8816,5.72,5.24,4.89,9.11135,6.59,7.17259,5.03106,2.94,37.276199,31.7904,9.84027,32.400002,34.728001,15.59
2015-02-16,4.88,15.03,7.31,5.68912,3.27,3.03201,13.18,6.39,35.869999,24.34,8.40821,1.425,41.220001,1.835,13.74,30.4254,5.56301,14.14,1.11187,5.6,10.42,10.67,92.966301,9.98,6.51,4.89,20.629999,88.489998,12.15,87.370003,35.900002,14.5,0.879288,35.889999,4.09434,8.05,0.899431,8.099739999999999,36.389999,2.68,6.25,6.36,2.99331,4.7,3.9847,6.51639,7.35,3.88,16.9526,13.78,17.120001000000002,20.35,2.09,2.53,68.480003,35.6731,13.63,2.06,10.7952,19.67,8.35,2.8115,11.98,2.46339,49.18,61.900002,63.549999,8.45,0.411923,3.79,18.73,4.74,4.3,18.940001,2.1852400000000003,13.75,3.2,7.02819,15.1081,6.07,5.16,4.88,9.08208,6.58,7.24136,4.962280000000001,2.88,37.395401,31.847401,10.8469,32.610001000000004,34.708302,15.69
